판매중,챗봇ID,챗봇,콘텐츠 타입,스킬ID,스킬,주제,topic,intents,temporal,웹 정상가,웹 판매가,앱 정상가,앱 판매가,앱 정상가(하트 가격),앱 판매가(하트 가격),판매종료 여부,출시일,ARPPU,인당 구매 횟수,건당 구매 금액,진입 사용자수,구매횟수,구매자수,구매 전환율,매출,앱 매출,웹 매출,판매일수,평균 일 거래액,앱 판매일수,앱 평균 일 거래액,웹 판매일수,웹 평균 일 거래액,앱 노출여부,웹 노출여부
,52,판밍밍,사주,18663,금전 코칭 프로그램 (3주 코스),기타,재물금전,-,-,75000,47500,45000,28500,300,190,FALSE,2021. 6. 29.,-,-,-,"2,519",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,758,プリピ,-,19109,今週の運勢,-,기타,-,-,,,,,,,,2022. 8. 19.,-,-,-,"1,010",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,,
,692,プリピ1,-,18834,今やってること続けてもいい？,-,기타,-,-,,,,,,,,2021. 4. 14.,-,-,-,1,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,,
,2162,까만강쥐 도일이,-,23978,깨발랄한 도일 포토,-,기타,-,-,300,,150,,1,,FALSE,2022. 10. 26.,-,-,-,53,0,0,0%,₩450,₩0,₩0,0,₩10,0,-,0,-,노출,노출
,51,새새,기타,2245,꼰대가 있어,기타,기타,-,-,0,,0,,0,,FALSE,2021. 3. 3.,-,-,-,"1,397",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,76,궁구미,기타,2181,꿈,기타,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"23,390",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,27,라마마,타로,17311,끝말잇기할 친구 연결해줘,기타,일반운세,-,-,0,,0,,0,,FALSE,2021. 5. 20.,-,-,-,"9,287",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,8621,샐리타로,,53083,나 그 사람 기다려도 될까요?(5개카드),,연애,-,-,9750,,9750,,65,,FALSE,2025. 7. 18.,-,-,-,3,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,51,새새,기타,2301,나 알바 중인데...,기타,학업직업,-,-,0,,0,,0,,FALSE,2021. 3. 2.,-,-,-,829,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,61,다노박,기타,2374,나갈까 말까,기타,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"6,690",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,3170,타로마녀 둔자,,25985,나는 너한테 좋은 연인이었을까..?,,연애,-,-,15000,12000,15000,12000,100,80,FALSE,2023. 3. 17.,-,-,-,2,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,9137,천상동자,,47078,나는 많이 아파... 너는 어때?,,기타,-,-,9750,,9750,,65,,FALSE,2025. 1. 28.,-,-,-,1,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,7097,민킴,-,33000,나는 사업과 잘 맞는 사람일까?,-,학업직업,-,-,0,,0,,0,,FALSE,2023. 9. 27.,-,-,-,838,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,4070,뽀그리박사,-,37443,나는 어떤 색상과 숫자가 좋을까?,-,기타,-,-,0,,0,,0,,FALSE,2024. 1. 11.,-,-,-,730,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,27,라마마,타로,18920,나는 연애할 때 무슨 맛 사탕?,기타,연애,-,-,0,,0,,0,,FALSE,2021. 3. 10.,-,-,-,"116,335",0,0,0%,"₩3,600",₩0,₩0,0,₩2,0,-,0,-,노출,노출
,5804,이기는 연애,-,34346,나는 이기는 연애를 하는 사람일까?,-,연애,-,-,0,,0,,0,,FALSE,2023. 10. 10.,-,-,-,855,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,4130,강일타로,-,26235,나도 재회가 가능할까?😢,-,연애,재회,-,,,,,,,,2023. 4. 28.,-,-,-,6,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,,
,52,판밍밍,사주,4318,나랑 궁합 잘 맞는 친구 소개해줘,연애,연애,궁합,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,"42,940",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,미노출
,801,심테 처돌이,기타,18808,나를 원하는 대기업은 어디?,기타,기타,-,-,0,,0,,0,,FALSE,2021. 4. 9.,-,-,-,"2,687",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,미노출
,759,viewinter,-,18783,나를 원하는 대기업은 어디?,-,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"3,364",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,노출
,524,몽글,-,18712,나를 위한 문장 큐레이션,-,기타,-,-,0,,0,,0,,FALSE,2021. 3. 2.,-,-,-,272,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,노출
,2258,숙취봇,-,23977,나만 알고 싶은 술집 TOP5,-,기타,-,-,600,,300,,2,,FALSE,2022. 10. 26.,-,-,-,190,0,0,0%,"₩14,250",₩0,₩0,0,₩120,0,-,0,-,노출,노출
,109,다마고치 입양봇,-,2500,나만의 아무냥 입양하기,-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,"19,964",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,미노출
,5741,트리니티,-,28968,나만의 퍼스널 브랜드 찾기,-,기타,-,-,0,,0,,0,,FALSE,2023. 6. 3.,-,-,-,106,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,7094,미켈란즈,-,32994,나에게 딱 맞는 유튜브 영상 주제는? - 유튜버 테스트,-,기타,-,-,0,,0,,0,,FALSE,2023. 9. 16.,-,-,-,274,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,801,심테 처돌이,기타,18803,나와 닮은 빌보드 스타는?,기타,기타,-,-,0,,0,,0,,FALSE,2021. 5. 18.,-,-,-,"4,067",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,미노출
,737,유니버설뮤직,-,18776,나와 닮은 빌보드 스타는?,-,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"5,628",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,노출
,801,심테 처돌이,기타,18800,나와 닮은 세계의 리더들,기타,기타,-,-,0,,0,,0,,FALSE,2021. 5. 18.,-,-,-,"6,396",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,미노출
,777,클래스101,-,18788,나와 닮은 세계의 리더들,-,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"8,350",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,노출
,728,알밤 커넥트,-,18773,나와 맞는 회사는 어디일까?,-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,"5,637",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,3323,남자마녀블레스,,59947,"나의 금전, 투자, 문서운",,재물금전,재물성장,-,13500,,13500,,90,,FALSE,2026. 4. 1.,-,-,-,1,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,9137,천상동자,,43486,나의 사랑은 이루어 질까요?,,기타,-,-,9750,,9750,,65,,FALSE,2024. 9. 11.,-,-,-,3,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,217,연희동한쌤,-,16264,나의 소울 에이지는 몇살?(11.19~11.24생일자),-,기타,-,-,0,,0,,0,,FALSE,2022. 1. 2.,-,-,-,21,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16354,나의 소울 에이지는 몇살?(11.25~12.2 생일자),-,기타,-,-,0,,0,,0,,FALSE,2022. 1. 2.,-,-,-,16,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19220,나의 소울에이지는 몇살 (10월3일~ 10일생),-,기타,-,-,0,,0,,0,,FALSE,2021. 10. 3.,-,-,-,95,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19216,나의 소울에이지는 몇살 (9월 25일 ~ 10월 2일),-,기타,-,-,0,,0,,0,,FALSE,2021. 9. 25.,-,-,-,85,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19093,나의 소울에이지는 몇살? ( 7.11~ 7.18 생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 7. 11.,-,-,-,"1,744",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19171,나의 소울에이지는 몇살? ( 7.26 ~ 8.2일 생),-,기타,-,-,0,,0,,0,,FALSE,2021. 7. 26.,-,-,-,392,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19225,나의 소울에이지는 몇살? (10월 11일 ~ 18일생),-,기타,-,-,0,,0,,0,,FALSE,2021. 10. 13.,-,-,-,79,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19263,나의 소울에이지는 몇살? (10월 19일 ~ 25일) 생,-,기타,-,-,0,,0,,0,,FALSE,2021. 10. 30.,-,-,-,74,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19027,나의 소울에이지는 몇살? (6.25~7.2) 생일,-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,290,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19181,나의 소울에이지는 몇살? (8.11~8.18일 생),-,기타,-,-,0,,0,,0,,FALSE,2021. 8. 15.,-,-,-,127,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19175,나의 소울에이지는 몇살? (8.3~ 8.10일 생),-,기타,-,-,0,,0,,0,,FALSE,2021. 8. 3.,-,-,-,227,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19210,나의 소울에이지는 몇살? (9월11~18일생),-,기타,-,-,0,,0,,0,,FALSE,2021. 9. 12.,-,-,-,90,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19214,나의 소울에이지는 몇살? (9월19일~ 24일생),-,기타,-,-,0,,0,,0,,FALSE,2021. 9. 24.,-,-,-,81,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19204,나의 소울에이지는 몇살? (9월3일~ 10일생),-,기타,-,-,0,,0,,0,,FALSE,2021. 9. 3.,-,-,-,157,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16448,나의 소울에이지는 몇살?(1.10~1.16생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,187,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16463,나의 소울에이지는 몇살?(1.17~1.22생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,169,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16464,나의 소울에이지는 몇살?(1.23~1.30생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 7. 1.,-,-,-,222,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16445,나의 소울에이지는 몇살?(1.3~1.9생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,260,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16475,나의 소울에이지는 몇살?(1.31~2.7생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,199,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16397,나의 소울에이지는 몇살?(12.11~12.18생일자),-,기타,-,-,0,,0,,0,,FALSE,2022. 1. 3.,-,-,-,18,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16439,나의 소울에이지는 몇살?(12.19~12.25생일자),-,기타,-,-,0,,0,,0,,FALSE,2022. 1. 2.,-,-,-,21,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16438,나의 소울에이지는 몇살?(12.26~1.2생일자),-,기타,-,-,0,,0,,0,,FALSE,2022. 1. 2.,-,-,-,27,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16380,나의 소울에이지는 몇살?(12.3~12.10생일자),-,기타,-,-,0,,0,,0,,FALSE,2022. 1. 2.,-,-,-,23,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16486,나의 소울에이지는 몇살?(2.16~2.22생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,197,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16485,나의 소울에이지는 몇살?(2.8~2.15생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 7. 1.,-,-,-,201,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16981,나의 소울에이지는 몇살?(3.11~3.18생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,229,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,17080,나의 소울에이지는 몇살?(3.19~3.24생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 7. 1.,-,-,-,260,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,17146,나의 소울에이지는 몇살?(3.25~4.2생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,233,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,16750,나의 소울에이지는 몇살?(3.3~3.10생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 7. 2.,-,-,-,228,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,17575,나의 소울에이지는 몇살?(4.11~4.18생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,230,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,17740,나의 소울에이지는 몇살?(4.19~4.24생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,202,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,17938,나의 소울에이지는 몇살?(4.25~5.2생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,377,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,17476,나의 소울에이지는 몇살?(4.3~4.10생일자),-,기타,-,-,0,,0,,0,,FALSE,2021. 7. 1.,-,-,-,226,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,18103,나의 소울에이지는 몇살?(5.11~5.18생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,263,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,18107,나의 소울에이지는 몇살?(5.19~5.24생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,254,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,18143,나의 소울에이지는 몇살?(5.25~6.2생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,347,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,17973,나의 소울에이지는 몇살?(5.3~5.10생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,224,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,18151,나의 소울에이지는 몇살?(6.11~6.18생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,398,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,18235,나의 소울에이지는 몇살?(6.19~6.24생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,234,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,18149,나의 소울에이지는 몇살?(6.3~6.10생일),-,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,282,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19160,나의 소울에이지는 몇살?(7.19~ 25일 생),-,기타,-,-,0,,0,,0,,FALSE,2021. 7. 20.,-,-,-,196,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19182,나의 소울에이지는 몇살?(8.19~ 8.25일 생),-,기타,-,-,0,,0,,0,,FALSE,2021. 8. 19.,-,-,-,"3,262",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,217,연희동한쌤,-,19193,나의 소울에이지는 몇살?(8.26~9.2일 생),-,기타,-,-,0,,0,,0,,FALSE,2021. 8. 25.,-,-,-,154,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,801,심테 처돌이,기타,18900,나의 숨은 덕후 본능은?,기타,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"5,926",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,미노출
,801,심테 처돌이,기타,18814,나의 인스타와 찰떡인 포토스팟은?,기타,기타,-,-,0,,0,,0,,FALSE,2021. 5. 18.,-,-,-,"1,273",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,미노출
,783,미어캣,-,18795,나의 인스타와 찰떡인 포토스팟은?,-,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"2,106",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,노출
,79,얼씨구,기타,19172,나의 플러팅력 테스트,기타,기타,썸짝사랑,-,0,,0,,0,,FALSE,2021. 7. 29.,-,-,-,"27,783",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,51,새새,기타,2443,나이 오지라퍼 등장,기타,기타,-,-,0,,0,,0,,FALSE,2021. 3. 2.,-,-,-,374,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,164,아무냥 피스타치오,기타,16045,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 7. 15.,-,-,-,29,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,161,아무냥 쿠키,기타,15885,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,371,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,158,아무냥 쿠앤크,기타,15725,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,272,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,155,아무냥 치즈,기타,15565,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,177,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,152,아무냥 초코볼,기타,15405,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 7. 12.,-,-,-,43,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,149,아무냥 딸기,기타,15245,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,43,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,146,아무냥 녹차초코,기타,15085,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,78,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,143,아무냥 오렌지,기타,14925,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,153,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,140,아무냥 민트초코,기타,14765,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 7. 14.,-,-,-,38,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,137,아무냥 블루베리,기타,14605,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,394,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,134,아무냥 무지개,기타,14445,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 7. 1.,-,-,-,55,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,131,아무냥 마법사,기타,14285,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,21,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,128,아무냥 라임,기타,14125,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,339,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,125,아무냥 솜사탕,기타,13965,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 29.,-,-,-,479,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,122,아무냥 커피,기타,13805,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 6. 30.,-,-,-,285,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,119,아무냥 깨,기타,11405,난로 켜줄게,기타,기타,-,-,0,,0,,0,,FALSE,2021. 7. 1.,-,-,-,65,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,51,새새,기타,2384,날 괴롭히는 사람...,기타,기타,-,-,0,,0,,0,,FALSE,2021. 3. 2.,-,-,-,"4,349",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,9137,천상동자,,47110,날 버리고 간 그사람은 어떤 사람일까요?,,연애,-,-,9750,,9750,,65,,FALSE,2025. 1. 29.,-,-,-,3,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,51,새새,기타,2168,날씨 욕하기,기타,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"5,786",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,8618,수월화타로,,54436,"납득은 안 되지만, 들어나 보자. 말해봐.",,기타,-,-,10500,,10500,,70,,FALSE,2025. 9. 4.,-,-,-,1,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,801,심테 처돌이,기타,19179,내 매력 테스트: 그림으로 그려줄게🎨,기타,기타,-,-,0,,0,,0,,FALSE,2021. 8. 6.,-,-,-,"36,382",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,미노출
,5165,NCT 유타,-,27729,"내 사주의 천생연분, 어떤 사람일까? | 유타",-,기타,-,-,21000,,10500,,70,,FALSE,2023. 5. 3.,-,-,-,19,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,836,헬로대학교 상담센터,진단,18916,내 상태 바로 체크해보기,기타,기타,-,-,0,,0,,0,,FALSE,2021. 4. 10.,-,-,-,"1,611",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,76,궁구미,기타,17642,내 성격 + 네 성격 + 성격궁합,기타,기타,궁합,-,39000,21000,19500,10500,130,70,FALSE,2021. 3. 4.,-,-,-,"2,138",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,노출
,7355,뉴타로,,36258,내 연애 매력과 그 사람 진단,,연애,-,-,11000,,8100,,54,,FALSE,2023. 11. 25.,-,-,-,17,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,2504,마인드 멘토 레오,-,24737,내 연애 스킬 레벨은? : 연애능력 보고서,-,연애,-,-,9000,6000,4500,3000,30,20,FALSE,2022. 12. 29.,"₩6,000",1.00,"₩6,000",217,2,2,1%,"₩12,000",₩0,"₩12,000",2,₩93,0,-,2,"₩6,000",노출,노출
,1889,정답 오빠,,40015,내 연애 장점과 잘 맞는 짝꿍은?,,연애,-,-,11900,,7350,,49,,FALSE,2024. 4. 16.,-,-,-,3,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,2504,마인드 멘토 레오,-,24741,내 연애가 힘든 이유는? : 연애 자존감 보고서,-,연애,-,-,9000,6000,4500,3000,30,20,FALSE,2022. 12. 29.,"₩6,000",1.00,"₩6,000",221,4,4,2%,"₩24,000",₩0,"₩24,000",4,₩209,0,-,4,"₩6,000",노출,노출
,6662,이승현,,32101,내 운명 지금 어디 있을까? | 이승현,,기타,새로운만남,-,15000,,7500,,50,,TRUE,2023. 8. 18.,₩0,1.00,₩0,19,1,1,5%,₩0,₩0,₩0,1,₩0,1,₩0,0,-,미노출,미노출
,27,라마마,,44305,내 운명의 상대,,연애,새로운만남,-,15000,14400,15000,14400,100,96,TRUE,2024. 10. 17.,-,-,-,"4,013",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,70,스칼렛,점성학,18974,내 운명의 상대 + 2021 금성궁 연애운 그래프,신년운세,연애,새로운만남,신년운세,27000,24300,13500,12150,90,81,TRUE,2021. 4. 26.,-,-,-,83,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,8621,샐리타로,,51070,내 인생에도 봄은 올까요?,,기타,-,-,9750,,9750,,65,,FALSE,2025. 6. 12.,-,-,-,1,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,51,새새,기타,2135,내 직장 상사가...,기타,학업직업,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"2,239",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,노출,노출
,513,림자 Rimza,-,18338,내 집 근처에는 어떤 재밌는 프로그램이 있을까?,-,기타,-,-,0,,0,,0,,FALSE,2021. 3. 1.,-,-,-,"1,886",0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,미노출
,804,헬로우봇,-,18799,내 챗봇 만드는 법,-,기타,-,-,0,,0,,0,,FALSE,2021. 4. 10.,-,-,-,134,0,0,0%,₩0,₩0,₩0,0,₩0,0,-,0,-,미노출,노출
