판매중,챗봇ID,챗봇,콘텐츠 타입,스킬ID,스킬,주제,topic,intents,temporal,웹 정상가,웹 판매가,앱 정상가,앱 판매가,앱 정상가(하트 가격),앱 판매가(하트 가격),판매종료 여부,출시일,ARPPU,인당 구매 횟수,건당 구매 금액,진입 사용자수,구매횟수,구매자수,구매 전환율,매출,앱 매출,웹 매출,판매일수,평균 일 거래액,앱 판매일수,앱 평균 일 거래액,웹 판매일수,웹 평균 일 거래액,앱 노출여부,웹 노출여부
,4028,타로 읽어주는 언니,,29323,"그 사람, 나에게 어떤 감정일까?",,연애,속마음,-,12000,,12000,,80,,FALSE,2023. 6. 2.,"₩14,728",1.47,"₩10,052",83,63,43,52%,"₩633,300","₩567,300","₩66,000",38,"₩10,382",35,"₩16,209",4,"₩16,500",노출,노출
,4037,타로의 연금술사 로빈,,32975,그 사람은 내 생각을 얼마나 할까?,,연애,-,-,9000,,9000,,60,,FALSE,2023. 8. 23.,"₩11,123",1.34,"₩8,271",91,78,58,64%,"₩645,150","₩567,150","₩78,000",59,"₩7,249",53,"₩10,701",7,"₩11,143",노출,노출
,4031,타로 말랑이,,30324,나는 그 사람에게 어떤 의미일까?,,연애,-,-,9000,,9000,,60,,FALSE,2023. 6. 24.,"₩10,784",1.24,"₩8,722",88,68,55,63%,"₩593,100","₩566,100","₩27,000",54,"₩6,664",53,"₩10,681",2,"₩13,500",노출,노출
,4028,타로 읽어주는 언니,,33355,"지금, 너도 내가 보고 싶을까?",,연애,-,-,12000,,12000,,80,,FALSE,2023. 9. 1.,"₩12,673",1.32,"₩9,607",89,62,47,53%,"₩595,650","₩565,650","₩30,000",46,"₩8,633",44,"₩12,856",2,"₩15,000",노출,노출
,1847,라망타로,,42359,"간단 속마음운: 지금 그 사람의 나에 대한 마음, 사랑일까? 관심일까? 무관심일까? 궁금하다면 확실히 알려드려요",,연애,속마음,-,7500,,7500,,50,,FALSE,2024. 7. 8.,"₩10,028",1.51,"₩6,625",110,112,74,67%,"₩742,050","₩564,450","₩177,600",95,"₩5,843",75,"₩7,526",25,"₩7,104",노출,노출
,4067,시크릿타로,-,26132,그 사람은 나를 어떤 이미지로 볼까?,-,연애,-,-,15000,13500,7500,6750,50,45,FALSE,2023. 3. 8.,"₩11,697",1.81,"₩6,471",92,94,52,57%,"₩608,250","₩563,550","₩44,700",71,"₩4,905",69,"₩8,167",4,"₩11,175",노출,노출
,6005,운명을읽는천사들,,30481,💔헤어진 그 사람과 재회 할 수 있을까? 재회운❤#디오타로,,연애,재회,-,9750,,9750,,65,,FALSE,2023. 7. 8.,"₩10,114",1.03,"₩9,844",126,75,73,58%,"₩738,300","₩562,800","₩175,500",39,"₩10,114",32,"₩17,588",11,"₩15,955",노출,노출
,4079,타로교수,-,27410,그 사람과 더 가까워질 수 있을까? (10카드),-,연애,-,-,27000,13500,13500,6750,90,45,FALSE,2023. 5. 9.,"₩8,819",1.37,"₩6,438",107,100,73,68%,"₩643,800","₩562,800","₩81,000",69,"₩5,853",65,"₩8,658",6,"₩13,500",노출,노출
,2939,타로버블티,-,26364,상대방이 나를 만나는 이유,-,기타,-,-,12900,10200,6450,5100,43,34,FALSE,2023. 3. 22.,"₩7,019",1.45,"₩4,847",142,139,96,68%,"₩673,800","₩562,500","₩111,300",103,"₩4,553",98,"₩5,740",9,"₩12,367",노출,노출
,4103,타로스윗,-,35369,🤔도대체 그 사람은 나에게 어떤 맘일까?,-,연애,-,-,9000,8250,9000,8250,60,55,FALSE,2023. 10. 27.,"₩12,992",1.75,"₩7,424",98,91,52,53%,"₩675,600","₩562,050","₩113,550",84,"₩4,596",74,"₩7,595",12,"₩9,463",노출,노출
,3323,남자마녀블레스,,33223,"지금, 당신에게 관심을 보이고 있는 그 사람은? #연인",,연애,-,-,9000,,9000,,60,,FALSE,2023. 8. 30.,"₩16,421",1.53,"₩10,759",62,58,38,61%,"₩624,000","₩561,600","₩62,400",42,"₩8,432",37,"₩15,178",5,"₩12,480",노출,노출
,3284,할라타로,-,42391,너는 왜 그랬을까? 숨은 의미,-,기타,-,-,12000,,12000,,80,,FALSE,2024. 7. 11.,"₩19,880",1.79,"₩11,133",54,50,28,52%,"₩556,650","₩556,650",₩0,47,"₩7,137",47,"₩11,844",0,-,노출,노출
,30,바비,진단,22922,90초만에 감정 롤러코스터에서 벗어나는 방법,기타,기타,-,-,7500,4500,3750,2250,25,15,FALSE,2022. 9. 14.,"₩2,299",1.02,"₩2,255","5,176",260,255,5%,"₩586,200","₩555,900","₩30,300",164,₩969,162,"₩3,431",6,"₩5,050",노출,노출
,7064,연애부적,,42424,내가 짝사랑🩷하는 그 사람의 속마음과 미래는?,,연애,속마음|썸짝사랑,-,9750,,9750,,65,,FALSE,2024. 7. 12.,"₩16,513",1.51,"₩10,905",117,53,35,30%,"₩577,950","₩554,700","₩23,250",48,"₩4,515",46,"₩12,059",2,"₩11,625",노출,노출
,4100,타로이즈,-,26156,그 사람과 나는 어떻게 될까?,-,연애,-,-,15000,13500,7500,6750,50,45,FALSE,2023. 3. 13.,"₩11,202",1.75,"₩6,384",80,93,53,66%,"₩593,700","₩553,200","₩40,500",60,"₩7,421",58,"₩9,538",3,"₩13,500",노출,노출
,2042,타로아델,,33232,앞으로 너에 대한 그 사람의 감정 변화를 알려줄게!,,연애,-,-,12000,,12000,,80,,FALSE,2023. 8. 30.,"₩15,405",1.57,"₩9,828",93,58,37,40%,"₩570,000","₩552,000","₩18,000",44,"₩6,706",43,"₩12,837",1,"₩18,000",노출,노출
,4037,타로의 연금술사 로빈,,32099,"바로 지금, 그 사람은 나에게 호감을 느낄까?",,연애,썸짝사랑,-,9000,,9000,,60,,FALSE,2023. 8. 1.,"₩15,450",1.76,"₩8,763",79,67,38,48%,"₩587,100","₩551,100","₩36,000",46,"₩7,934",43,"₩12,816",3,"₩12,000",노출,노출
,3311,타로라포,,30843,🌸그사람은 내게 다시 돌아올까?🌸#타로라포,,연애,-,-,8850,,8850,,59,,FALSE,2023. 7. 12.,"₩11,702",1.31,"₩8,949",127,85,65,51%,"₩760,650","₩549,450","₩211,200",45,"₩8,547",35,"₩15,699",12,"₩17,600",미노출,미노출
,5171,명월타로,-,28763,"올해 여름, 이 사람이 나에게 고백한대요 ❤️",-,연애,썸짝사랑,-,30000,,15000,,100,,FALSE,2023. 6. 14.,"₩12,623",1.10,"₩11,516",110,57,52,47%,"₩656,400","₩548,400","₩108,000",35,"₩6,909",32,"₩17,138",4,"₩27,000",노출,노출
,4100,타로이즈,-,26452,"헤어진 연인의 속마음, 우리 재회 가능할까?",-,연애,재회|속마음,-,15000,13500,7500,6750,50,45,FALSE,2023. 3. 29.,"₩8,803",1.17,"₩7,532",195,97,83,43%,"₩730,650","₩548,400","₩182,250",68,"₩5,074",58,"₩9,455",13,"₩14,019",노출,노출
,5315,사주보는 대학원생,-,33383,{{이름}}의 사주 속 미래 배우자 직업은?,-,결혼,-,-,18000,8400,9000,4200,60,28,FALSE,2023. 9. 4.,"₩6,319",1.03,"₩6,137",271,104,101,37%,"₩638,250","₩548,250","₩90,000",76,"₩3,191",71,"₩7,722",5,"₩18,000",노출,노출
,4034,타로요정 수피아 🌿,,28864,그 사람도 내가 보고싶을까?,,연애,-,-,9000,,9000,,60,,FALSE,2023. 5. 25.,"₩11,928",1.44,"₩8,298",104,69,48,46%,"₩572,550","₩545,550","₩27,000",55,"₩5,253",54,"₩10,103",2,"₩13,500",노출,노출
,4028,타로 읽어주는 언니,,31607,"그 사람은 내 생각 언제, 얼마큼 할까?",,연애,-,-,12000,,12000,,80,,FALSE,2023. 7. 21.,"₩10,803",1.13,"₩9,521",83,59,52,63%,"₩561,750","₩543,750","₩18,000",40,"₩9,363",39,"₩13,942",1,"₩18,000",노출,노출
,5315,사주보는 대학원생,-,32966,{{이름}}에게 맞는 사주속 연애 시기는?,-,연애,-,-,15000,7500,7500,3750,50,25,FALSE,2023. 8. 22.,"₩4,557",1.03,"₩4,409",272,123,119,44%,"₩542,250","₩542,250",₩0,84,"₩3,591",84,"₩6,455",0,-,노출,노출
,3287,음유타로,-,28765,난 결국 어떤 사람과 결혼하게 될까?!,-,결혼,-,-,18000,16800,9000,8400,60,56,FALSE,2023. 5. 23.,"₩8,715",1.15,"₩7,598",140,78,68,49%,"₩592,650","₩542,250","₩50,400",61,"₩5,153",60,"₩9,038",3,"₩16,800",노출,노출
,4028,타로 읽어주는 언니,,33622,그 사람은 나에게 어떤 행동을 할까?,,연애,-,-,12000,,12000,,80,,FALSE,2023. 9. 11.,"₩49,268",4.18,"₩11,782",26,46,11,42%,"₩541,950","₩541,950",₩0,45,"₩8,468",45,"₩12,043",0,-,노출,노출
,4034,타로요정 수피아 🌿,,33633,나를 향한 그 사람의 감정과 앞으로 행동은 어떨까?,,연애,-,-,9000,,9000,,60,,FALSE,2023. 9. 12.,"₩20,061",2.52,"₩7,965",49,68,27,55%,"₩541,650","₩541,650",₩0,62,"₩6,605",62,"₩8,736",0,-,노출,노출
,4034,타로요정 수피아 🌿,,29620,그 사람은 나에게 어떤 마음일까?,,연애,속마음,-,9000,,9000,,60,,FALSE,2023. 6. 7.,"₩11,712",1.46,"₩8,022",82,73,50,61%,"₩585,600","₩541,200","₩44,400",50,"₩8,612",49,"₩11,045",3,"₩14,800",노출,노출
,6602,작두언니,-,34398,하반기 솔로 연애운,-,연애,-,하반기운세,15000,6600,7500,3300,50,22,FALSE,2023. 9. 22.,"₩3,663",1.08,"₩3,393",430,176,163,38%,"₩597,100","₩540,300","₩56,800",66,"₩4,118",66,"₩8,186",8,"₩7,100",노출,노출
,6005,운명을읽는천사들,,30876,💗그 사람의 마음 속 진심을 알려드릴께요. #데아타로,,연애,속마음,-,9750,,9750,,65,,FALSE,2023. 7. 6.,"₩10,366",1.28,"₩8,094",81,73,57,70%,"₩590,850","₩540,150","₩50,700",38,"₩11,585",35,"₩15,433",4,"₩12,675",노출,노출
,3272,조곤조곤LUCY,-,36223,"그 사람, 날 좋아할까?#커플성공확률",-,연애,-,-,9750,7500,9750,7500,65,50,FALSE,2023. 11. 28.,"₩14,493",2.02,"₩7,167",119,91,45,38%,"₩652,200","₩539,700","₩112,500",74,"₩3,748",64,"₩8,433",13,"₩8,654",노출,노출
,2042,타로아델,,33151,"그 사람은 나에게 언제, 어떤 모습으로 다가올까?",,연애,-,-,12000,,12000,,80,,FALSE,2023. 8. 28.,"₩13,860",1.58,"₩8,800",71,63,40,56%,"₩554,400","₩539,400","₩15,000",44,"₩9,089",43,"₩12,544",1,"₩15,000",노출,노출
,4034,타로요정 수피아 🌿,,29918,그 사람은 나에게 어떤 행동변화가 있을까?,,연애,-,-,9000,,9000,,60,,FALSE,2023. 6. 12.,"₩13,827",1.67,"₩8,296",62,65,39,63%,"₩539,250","₩539,250",₩0,44,"₩9,629",44,"₩12,256",0,-,노출,노출
,1847,라망타로,,35873,"크리스마스🎄연애운: 내 곁에 있어줄 사람은 내가 생각하는 그 사람? 새로운 사람? 어떤 사람일 지 알려드려요 (5카드,7500자) #커플 #썸 #짝사랑 #재회 모두 가능",,연애,재회|썸짝사랑,-,48000,,24000,,160,,FALSE,2023. 11. 11.,"₩28,861",1.14,"₩25,398",112,25,22,20%,"₩634,950","₩538,950","₩96,000",19,"₩10,241",17,"₩31,703",2,"₩48,000",노출,노출
,4388,키스미 타로,,32135,당신이 궁금했던 그 사람의 속마음,,연애,속마음,-,9000,,9000,,60,,FALSE,2023. 8. 2.,"₩13,376",1.45,"₩9,245",83,68,47,57%,"₩628,650","₩538,650","₩90,000",46,"₩8,854",42,"₩12,825",6,"₩15,000",노출,노출
,7097,민킴,-,34596,[패키지] 연 매출 1억 온라인 창업 시작하기,-,기타,-,-,51250,41000,73350,58650,489,391,FALSE,2023. 9. 27.,"₩47,271",1.00,"₩47,271",501,28,28,6%,"₩1,323,600","₩535,500","₩788,100",22,"₩7,563",11,"₩48,682",11,"₩71,645",노출,노출
,5081,부산언니,-,31810,헤어진 그사람 다시 만날 수 있을까?,-,연애,재회,-,15000,,7500,,50,,FALSE,2023. 7. 25.,"₩10,004",1.44,"₩6,965",110,79,55,50%,"₩550,200","₩535,200","₩15,000",41,"₩9,170",41,"₩13,054",1,"₩15,000",노출,노출
,3557,벚꽃타로상담소,-,25693,나의 운명은 언제 나타날까? 새로운 인연운,-,연애,-,-,15000,12000,7500,6000,50,40,FALSE,2023. 2. 6.,"₩5,991",1.14,"₩5,235",193,111,97,50%,"₩581,100","₩534,300","₩46,800",54,"₩6,386",51,"₩10,476",4,"₩11,700",미노출,미노출
,3806,신디의 채널링 타로,-,26464,나의 대인관계는 어떻게 흘러갈까?,-,연애,-,-,15000,13500,7500,6750,50,45,FALSE,2023. 3. 27.,"₩7,366",1.11,"₩6,664",319,84,76,24%,"₩559,800","₩532,800","₩27,000",81,"₩1,818",79,"₩6,744",2,"₩13,500",노출,노출
,52,판밍밍,사주,38237,일주 궁합 관계도 3인 패키지,기타,연애,궁합,-,12000,0,12000,0,80,0,FALSE,2024. 2. 4.,"₩12,067",1.11,"₩10,907",0,52,47,-,"₩567,150","₩531,150","₩36,000",41,"₩13,833",38,"₩13,978",3,"₩12,000",미노출,미노출
,3866,킴박사ㅣ킴박타로,-,26115,[내일의 운세] 매일 보는 내일의 운세,-,일반운세,-,-,14700,13200,7350,6600,49,44,FALSE,2023. 3. 3.,"₩13,419",1.70,"₩7,884",234,80,47,20%,"₩630,700","₩531,000","₩99,700",74,"₩2,791",67,"₩7,925",7,"₩14,243",노출,노출
,5171,명월타로,-,28540,"나에게 들어올, 6월 연애운 ❤️",-,연애,-,-,15000,,7500,,50,,FALSE,2023. 5. 19.,"₩9,636",1.18,"₩8,154",179,78,66,37%,"₩636,000","₩531,000","₩105,000",38,"₩8,051",37,"₩14,351",5,"₩21,000",노출,노출
,2939,타로버블티,-,26555,드라마처럼 운명의 상대를 직감하는 순간,-,연애,새로운만남,-,19500,15600,9750,7800,65,52,FALSE,2023. 4. 11.,"₩8,615",1.13,"₩7,646",161,80,71,44%,"₩611,700","₩530,100","₩81,600",62,"₩5,014",59,"₩8,985",5,"₩16,320",노출,노출
,3287,음유타로,-,30710,[재회운] 너와 내가 다시 만날  수 있을까?,-,연애,재회,-,18000,,9000,,60,,FALSE,2023. 7. 3.,"₩9,725",1.10,"₩8,841",115,66,60,52%,"₩583,500","₩529,500","₩54,000",41,"₩7,294",39,"₩13,577",3,"₩18,000",노출,노출
,7355,뉴타로,,33594,그 사람의 숨겨진 진실과 진짜 속마음,,연애,속마음,-,11000,,8100,,54,,FALSE,2023. 9. 9.,"₩9,410",1.15,"₩8,204",129,78,68,53%,"₩639,900","₩528,300","₩111,600",46,"₩7,900",42,"₩12,579",7,"₩15,943",노출,노출
,1847,라망타로,,42358,"결혼운+임신운👰‍♀️👼: 결혼 상대와 결혼 이후의 만족도, 아이운 까지 궁금하다면 ! 7카드, 9999자/내 미래를 미리 알고 가요",,결혼,결혼시기|임신출산,-,97500,,97500,,650,,FALSE,2024. 7. 10.,"₩68,475",1.00,"₩68,475",186,12,12,6%,"₩821,700","₩527,250","₩294,450",11,"₩5,267",7,"₩75,321",4,"₩73,613",노출,노출
,3170,타로마녀 둔자,,33593,[짝사랑] 나를 몰래 지켜보는 사람..! 누굴까?,,연애,썸짝사랑,-,4500,1500,4500,1500,30,10,FALSE,2023. 9. 18.,"₩2,055",1.94,"₩1,057",422,523,269,64%,"₩552,800","₩526,800","₩26,000",352,"₩1,245",345,"₩1,527",9,"₩2,889",노출,노출
,4088,디올타로,-,26320,이 사람은 나와 결혼하고 싶어할까?,-,결혼,-,-,15000,,7500,,50,,FALSE,2023. 3. 21.,"₩9,946",1.29,"₩7,696",148,84,65,44%,"₩646,500","₩526,500","₩120,000",73,"₩4,368",65,"₩8,100",8,"₩15,000",노출,노출
,4241,야옹타로,-,26296,"그 사람, 내 것으로 만드는 방법❤️‍🔥",-,연애,-,-,16500,,8250,,55,,FALSE,2023. 3. 16.,"₩15,665",1.91,"₩8,215",80,82,43,54%,"₩673,600","₩526,200","₩147,400",54,"₩7,091",50,"₩10,524",7,"₩21,057",노출,노출
,5171,명월타로,-,28385,"3개월 안에, 연애운이 들어올까? ❤️",-,연애,-,-,12000,,6000,,40,,FALSE,2023. 5. 16.,"₩6,400",1.25,"₩5,140",161,127,102,63%,"₩652,800","₩525,600","₩127,200",99,"₩4,502",92,"₩5,713",11,"₩11,564",노출,노출
,44,풀리피,타로,11275,가족과 잘 지내는 법,기타,일반운세,-,-,0,,0,,0,,FALSE,2021. 3. 1.,₩702,1.22,₩574,"32,827",995,813,2%,"₩570,750","₩523,350","₩47,400",611,₩444,597,₩877,29,"₩1,634",노출,노출
,4034,타로요정 수피아 🌿,,33624,"지금, 그 사람은 나에게 호감이 있을까?",,연애,썸짝사랑,-,9000,,9000,,60,,FALSE,2023. 9. 11.,"₩12,719",1.56,"₩8,163",77,67,43,56%,"₩546,900","₩522,900","₩24,000",62,"₩5,697",61,"₩8,572",2,"₩12,000",노출,노출
,3335,유유타로,-,26017,기다리는 연락이 올까?,-,연애,-,-,10500,,5250,,35,,FALSE,2023. 3. 15.,"₩6,609",1.44,"₩4,600",158,125,87,55%,"₩574,950","₩522,450","₩52,500",94,"₩3,783",91,"₩5,741",5,"₩10,500",노출,노출
,8774,사주(酒)타로,타로,38332,우리 다시 만날 수 있을까?재회에 대한 이야기🌟🍸🍷 #사주타로,이별/재회,연애,재회,-,9750,,9750,,65,,FALSE,2024. 2. 9.,"₩10,259",1.03,"₩9,933",156,63,61,39%,"₩625,800","₩522,300","₩103,500",58,"₩5,130",49,"₩10,659",9,"₩11,500",노출,노출
,3290,어도러블,-,25465,지피지기 백전백승 그사람공략법! 💯,-,연애,-,-,27000,24000,13500,12000,90,80,FALSE,2023. 1. 26.,"₩12,659",1.20,"₩10,587",98,55,46,47%,"₩582,300","₩520,800","₩61,500",37,"₩8,563",37,"₩14,076",3,"₩20,500",노출,노출
,3158,포춘 엔젤,,34693,"짝사랑 조언: 속마음, 관계, 미래 흐름",,연애,속마음|썸짝사랑,-,8800,,8100,,54,,FALSE,2023. 10. 4.,"₩9,065",1.07,"₩8,444",204,73,68,33%,"₩616,400","₩519,300","₩97,100",50,"₩6,226",47,"₩11,049",6,"₩16,183",노출,노출
,3701,예쁜 종이쪼가리,-,26026,몰래 내 SNS를 염탐하는 사람은 누구?,-,기타,-,-,15000,,10500,,70,,FALSE,2023. 3. 6.,"₩12,436",1.68,"₩7,395",85,74,44,52%,"₩547,200","₩518,700","₩28,500",67,"₩4,378",65,"₩7,980",2,"₩14,250",노출,노출
,3323,남자마녀블레스,,36438,"다시, 사랑하게 될까요? #재회운",,연애,재회,-,8850,,8850,,59,,FALSE,2023. 11. 29.,"₩17,574",1.39,"₩12,670",84,43,31,37%,"₩544,800","₩517,800","₩27,000",38,"₩8,131",36,"₩14,383",2,"₩13,500",노출,노출
,4028,타로 읽어주는 언니,,32526,그 사람도 나와 같은 감정을 느낄까?,,연애,-,-,12000,,12000,,80,,FALSE,2023. 8. 11.,"₩11,433",1.18,"₩9,708",72,53,45,63%,"₩514,500","₩514,500",₩0,42,"₩8,575",42,"₩12,250",0,-,노출,노출
,1847,라망타로,,56746,"연말로맨스: 올해가 지나기전 만날 내 인연?(4카드, 7800자)
#연말연애운 #겨울연애운 #새로운연애 #재회 #썸붕 #짝사랑",,연애,재회|썸짝사랑,-,45000,,45000,,300,,FALSE,2025. 10. 30.,"₩37,733",1.06,"₩35,747",51,19,18,35%,"₩679,200","₩514,200","₩165,000",14,"₩19,976",10,"₩51,420",4,"₩41,250",노출,노출
,6506,타로여신 에리카💕,-,33054,[재회운] 우리 다시 만날 수 있을까?🥂,-,연애,재회,-,18000,,9000,,60,,FALSE,2023. 8. 26.,"₩9,647",1.09,"₩8,869",123,62,57,46%,"₩549,900","₩513,900","₩36,000",36,"₩8,332",35,"₩14,683",2,"₩18,000",노출,노출
,3287,음유타로,-,26353,내가 좋아하는 그 사람의 속마음을 알 수 있을까?,-,연애,속마음,-,18000,,9000,,60,,FALSE,2023. 3. 21.,"₩8,848",1.06,"₩8,311",164,66,62,38%,"₩548,550","₩512,550","₩36,000",45,"₩4,571",43,"₩11,920",2,"₩18,000",노출,노출
,4388,키스미 타로,,31470,그 사람과 언제 다시 만날 수 있을까?,,연애,재회,-,9000,,9000,,60,,FALSE,2023. 7. 20.,"₩11,276",1.39,"₩8,100",104,71,51,49%,"₩575,100","₩512,100","₩63,000",55,"₩7,189",52,"₩9,848",5,"₩12,600",노출,노출
,6005,운명을읽는천사들,,31867,그 사람의 (진짜) 진심은 무엇일까요?❓❗#샐리타로,,연애,속마음,-,9750,,9750,,65,,FALSE,2023. 8. 9.,"₩12,271",1.51,"₩8,123",77,71,47,61%,"₩576,750","₩511,950","₩64,800",24,"₩14,067",22,"₩23,270",4,"₩16,200",노출,노출
,4076,타로리타 상담소,-,29884,🍏  이직운 궁금해! 🍏,-,학업직업,-,-,4500,3600,2250,1800,15,12,FALSE,2023. 6. 17.,"₩2,460",1.13,"₩2,181",506,256,227,45%,"₩558,450","₩511,650","₩46,800",191,"₩1,547",186,"₩2,751",11,"₩4,255",노출,노출
,3800,타로가즘,-,27874,나에게 다가올 새로운 연인의 모습은? [솔로 연애운],-,연애,-,-,18000,,9000,,60,,FALSE,2023. 5. 14.,"₩9,132",1.12,"₩8,148",123,65,58,47%,"₩529,650","₩511,650","₩18,000",40,"₩5,951",40,"₩12,791",1,"₩18,000",노출,노출
,1847,라망타로,-,26358,간단 연락운 : 30일 내로 그 사람의 연락이 올까?,-,연애,-,-,11250,,11250,,75,,FALSE,2023. 5. 9.,"₩5,683",1.41,"₩4,037",200,145,103,52%,"₩585,300","₩511,050","₩74,250",86,"₩4,837",84,"₩6,084",7,"₩10,607",노출,노출
,4028,타로 읽어주는 언니,,32030,"지금, 그 사람도 나와 같은 마음일까?",,연애,-,-,12000,,12000,,80,,FALSE,2023. 7. 31.,"₩10,591",1.16,"₩9,155",81,59,51,63%,"₩540,150","₩510,150","₩30,000",33,"₩11,493",31,"₩16,456",2,"₩15,000",노출,노출
,7355,뉴타로,,33630,11카드: 재회 원할까 + 앞으로 할 행동,,연애,재회,-,12000,,12750,,85,,FALSE,2023. 9. 11.,"₩16,125",1.18,"₩13,617",70,45,38,54%,"₩612,750","₩508,950","₩103,800",35,"₩11,347",33,"₩15,423",4,"₩25,950",노출,노출
,4031,타로 말랑이,-,34064,그 사람과 앞으로 어떻게 될까?,-,연애,-,-,9000,,9000,,60,,FALSE,2023. 9. 14.,"₩22,872",2.65,"₩8,624",62,61,23,37%,"₩526,050","₩508,050","₩18,000",54,"₩5,845",52,"₩9,770",2,"₩9,000",노출,노출
,6506,타로여신 에리카💕,-,32660,[결혼운]나의 미래배우자는 과연 어떤 사람일까?!,-,결혼,결혼시기,-,16500,,8250,,55,,FALSE,2023. 8. 14.,"₩7,838",1.01,"₩7,729",211,72,71,34%,"₩556,500","₩507,000","₩49,500",65,"₩3,457",62,"₩8,177",3,"₩16,500",노출,노출
,4388,키스미 타로,,32973,그 사람에게 당신은 어떤 의미인지 알려줄게요!,,연애,-,-,9000,,9000,,60,,FALSE,2023. 8. 23.,"₩11,666",1.29,"₩9,031",73,62,48,66%,"₩559,950","₩505,950","₩54,000",41,"₩8,484",38,"₩13,314",4,"₩13,500",노출,노출
,3701,예쁜 종이쪼가리,-,26270,이성이 느끼는 나만의 독보적인 매력은?,-,기타,-,-,15000,,10500,,70,,FALSE,2023. 3. 16.,"₩11,043",1.49,"₩7,414",88,70,47,53%,"₩519,000","₩505,500","₩13,500",49,"₩5,088",49,"₩10,316",1,"₩13,500",노출,노출
,3323,남자마녀블레스,,35867,지금 나를 몰래 생각하는 그사람은 누구? [총4000자],,연애,-,-,8850,,8850,,59,,FALSE,2023. 11. 9.,"₩19,138",1.76,"₩10,882",44,51,29,66%,"₩555,000","₩504,450","₩50,550",44,"₩8,810",40,"₩12,611",4,"₩12,638",노출,노출
,755,ラママ,-,19041,次の恋、いつどこでどんな風に始まる？,-,기타,-,-,,,,,,,,2022. 3. 29.,"₩4,703",1.41,"₩3,333",857,151,107,12%,"₩503,250","₩503,250",₩0,115,"₩1,683",115,"₩4,376",0,-,,
,4121,한썸머 타로,-,26142,그사람은 나를 그리워 할까? 다시 만날 수 있을까?,-,연애,재회,-,15000,12000,15000,6000,100,40,FALSE,2023. 3. 10.,"₩8,062",1.82,"₩4,437",105,129,71,68%,"₩572,400","₩500,700","₩71,700",51,"₩7,434",46,"₩10,885",8,"₩8,963",노출,노출
,3287,음유타로,-,33225,재회운🌙우리 다시 사랑할 수 있을까?,-,연애,재회,-,18000,,9000,,60,,FALSE,2023. 8. 30.,"₩9,228",1.02,"₩9,071",111,59,58,52%,"₩535,200","₩499,200","₩36,000",39,"₩7,136",38,"₩13,137",2,"₩18,000",노출,노출
,7064,연애부적,,36522,현재 썸을 타는 당신의 미래를 알려드려요.💋💍#팩트폭력,,연애,썸짝사랑,-,9750,,9750,,65,,FALSE,2023. 12. 7.,"₩23,606",2.00,"₩11,803",86,48,24,28%,"₩566,550","₩498,750","₩67,800",44,"₩6,512",39,"₩12,788",6,"₩11,300",노출,노출
,44,풀리피,타로,18301,{{이름}}[[이의/의]] 9월 종합운,기타,일반운세,-,-,12000,10800,12000,10800,80,72,FALSE,2021. 3. 2.,"₩11,100",1.04,"₩10,638",145,48,46,32%,"₩510,600","₩498,600","₩12,000",23,"₩16,471",22,"₩22,664",1,"₩12,000",노출,노출
,5312,탁수사주,-,30287,200% 인생반전 타고난 능력 높이는 방법,-,기타,-,-,15000,9000,7500,4500,50,30,FALSE,2023. 6. 22.,"₩5,855",1.03,"₩5,701",308,114,111,36%,"₩649,900","₩498,600","₩151,300",82,"₩3,233",73,"₩6,830",13,"₩11,638",노출,노출
,5480,타로나무숲,-,29756,"그 사람, 먼저 연락 해올까?",-,연애,-,-,9000,7200,4500,3600,30,24,FALSE,2023. 6. 9.,"₩4,594",1.28,"₩3,584",191,141,110,58%,"₩505,350","₩498,150","₩7,200",81,"₩3,662",81,"₩6,150",1,"₩7,200",노출,노출
,3536,타로조이픽,-,26815,그 사람과의 운명은 어디로 향하게 될까?,-,연애,-,-,15000,,7500,,50,,FALSE,2023. 4. 16.,"₩13,490",1.76,"₩7,682",78,72,41,53%,"₩553,100","₩497,100","₩56,000",45,"₩6,664",43,"₩11,560",4,"₩14,000",노출,노출
,3287,음유타로,-,26002,곧 내맘을 뜨겁게 안아줄 새로운 인연은?,-,연애,-,-,18000,14400,9000,7200,60,48,FALSE,2023. 2. 23.,"₩8,857",1.14,"₩7,780",111,74,65,59%,"₩575,700","₩496,500","₩79,200",49,"₩6,936",47,"₩10,564",4,"₩19,800",노출,노출
,3860,세이렌타로,-,30154,그 사람의 진심 -이별 편-,-,연애,속마음,-,6000,,3000,,20,,FALSE,2023. 6. 19.,"₩2,427",1.46,"₩1,666",403,306,210,52%,"₩509,700","₩494,700","₩15,000",190,"₩1,655",189,"₩2,617",4,"₩3,750",노출,노출
,5171,명월타로,-,28541,그 사람의 나에 대한.. 미련지수는? ❤️,-,연애,-,-,12000,,6000,,40,,FALSE,2023. 5. 19.,"₩9,610",1.66,"₩5,787",96,93,56,58%,"₩538,150","₩494,550","₩43,600",79,"₩3,737",75,"₩6,594",4,"₩10,900",노출,노출
,4034,타로요정 수피아 🌿,,30548,그 사람의 숨겨진 감정은 뭘까?,,연애,속마음,-,9000,,9000,,60,,FALSE,2023. 6. 27.,"₩11,524",1.35,"₩8,550",74,62,46,62%,"₩530,100","₩494,100","₩36,000",45,"₩8,550",42,"₩11,764",3,"₩12,000",노출,노출
